model,seq_len,layer,head,tail_window,sink_share_first_1,sink_share_first_4,sink_share_first_8,uniform_first_1,uniform_first_4,uniform_first_8,boost_first_1,boost_first_4,boost_first_8,peak_key_pos,peak_key_mass,top1_first4_query_frac,top1_first8_query_frac
gpt2-medium,256,6,6,64,0.4748711585998535,0.4754794239997864,0.4758743345737457,0.0044848753090079,0.0179395012360318,0.0358790024720637,105.88280072047152,26.50460666346599,13.263310063992812,0,0.4748711585998535,0.65625,0.65625
gpt2-medium,256,6,7,64,0.0823729634284973,0.0825724899768829,0.0828349590301513,0.0044848753090079,0.0179395012360318,0.0358790024720637,18.36683469505819,4.602830864162175,2.3087308264673387,0,0.0823729634284973,0.046875,0.046875
gpt2-medium,256,6,8,64,0.5884833335876465,0.5889661908149719,0.5893554091453552,0.0044848753090079,0.0179395012360318,0.0358790024720637,131.215093629396,32.830689274238075,16.426192718268627,0,0.5884833335876465,0.90625,0.90625
gpt2-medium,256,6,9,64,0.5201301574707031,0.5201391577720642,0.5201643109321594,0.0044848753090079,0.0179395012360318,0.0358790024720637,115.97427389475264,28.994070176675475,14.497736143505444,0,0.5201301574707031,1.0,1.0
gpt2-medium,256,6,10,64,0.5007972717285156,0.5009000897407532,0.50104820728302,0.0044848753090079,0.0179395012360318,0.0358790024720637,111.66358866714845,27.921628541973337,13.964942522388926,0,0.5007972717285156,1.0,1.0
gpt2-medium,256,6,11,64,0.3898110389709472,0.3898295164108276,0.3899834752082824,0.0044848753090079,0.0179395012360318,0.0358790024720637,86.9168064021766,21.730231586809506,10.86940684908766,0,0.3898110389709472,0.828125,0.828125
gpt2-medium,256,6,12,64,0.4392557144165039,0.4393752813339233,0.4396548271179199,0.0044848753090079,0.0179395012360318,0.0358790024720637,97.94156674417452,24.492056693941358,12.25381969468761,0,0.4392557144165039,0.84375,0.84375
gpt2-medium,256,6,13,64,0.7727127075195312,0.7727531790733337,0.7728701829910278,0.0044848753090079,0.0179395012360318,0.0358790024720637,172.29301915429437,43.075510790748346,21.54101646479173,0,0.7727127075195312,1.0,1.0
gpt2-medium,256,6,14,64,0.5954084396362305,0.5959899425506592,0.596860408782959,0.0044848753090079,0.0179395012360318,0.0358790024720637,132.7591958778297,33.22221363398894,16.63536797734801,0,0.5954084396362305,0.890625,0.890625
gpt2-medium,256,6,15,64,0.7063789367675781,0.706575870513916,0.7068262100219727,0.0044848753090079,0.0179395012360318,0.0358790024720637,157.50246954442665,39.38659504617351,19.700274849400422,0,0.7063789367675781,0.96875,0.96875
gpt2-medium,256,7,0,64,0.3917546272277832,0.3917851150035858,0.3918702304363251,0.0044848753090079,0.0179395012360318,0.0358790024720637,87.35017146205512,21.83924234285161,10.921993462372454,0,0.3917546272277832,0.734375,0.734375
gpt2-medium,256,7,1,64,0.3856925964355469,0.3857455551624298,0.3857807219028473,0.0044848753090079,0.0179395012360318,0.0358790024720637,85.99851051842518,21.50257970314425,10.752269999792375,0,0.3856925964355469,0.921875,0.921875
gpt2-medium,256,7,2,64,0.3245778083801269,0.3245842158794403,0.3246856927871704,0.0044848753090079,0.0179395012360318,0.0358790024720637,72.37164603622439,18.093268681712637,9.049462649915608,0,0.3245778083801269,0.53125,0.53125
gpt2-medium,256,7,3,64,0.2730634212493896,0.2730775475502014,0.2731319665908813,0.0044848753090079,0.0179395012360318,0.0358790024720637,60.88539868676752,15.222137112804424,7.6125852942413506,0,0.2730634212493896,0.40625,0.40625
gpt2-medium,256,7,4,64,0.2509517669677734,0.251019537448883,0.2511747181415558,0.0044848753090079,0.0179395012360318,0.0358790024720637,55.95512688250922,13.992559444445709,7.000604833903245,0,0.2509517669677734,0.765625,0.765625
gpt2-medium,256,7,5,64,0.4466991424560547,0.4467769265174866,0.4469387233257293,0.0044848753090079,0.0179395012360318,0.0358790024720637,99.60124009665334,24.904645934086837,12.45683247949067,0,0.4466991424560547,0.859375,0.859375
gpt2-medium,256,7,6,64,0.1780006289482116,0.1782627701759338,0.1787874847650528,0.0044848753090079,0.0179395012360318,0.0358790024720637,39.689092044698256,9.936885525997198,4.983067322015464,0,0.1780006289482116,0.265625,0.265625
gpt2-medium,256,7,7,64,0.4603729248046875,0.4605938792228699,0.4611135125160217,0.0044848753090079,0.0179395012360318,0.0358790024720637,102.650105763257,25.674843083026047,12.851904477418405,0,0.4603729248046875,0.84375,0.84375
gpt2-medium,256,7,8,64,0.4790840148925781,0.4792683124542236,0.4797258079051971,0.0044848753090079,0.0179395012360318,0.0358790024720637,106.8221481944722,26.715810330980844,13.37065622932866,0,0.4790840148925781,0.984375,0.984375
gpt2-medium,256,7,9,64,0.1559081077575683,0.156608909368515,0.1581435650587082,0.0044848753090079,0.0179395012360318,0.0358790024720637,34.763086377100315,8.729836315290793,4.40769124453342,0,0.1559081077575683,0.0625,0.0625
gpt2-medium,256,7,10,64,0.748016357421875,0.7483125925064087,0.7488673329353333,0.0044848753090079,0.0179395012360318,0.0358790024720637,166.7864334866721,41.71312137727705,20.87202211149599,0,0.748016357421875,1.0,1.0
gpt2-medium,256,7,11,64,0.1000728607177734,0.1037040054798126,0.1167108565568924,0.0044848753090079,0.0179395012360318,0.0358790024720637,22.313409810251585,5.780763027654357,3.252901377282335,0,0.1000728607177734,0.15625,0.1875
gpt2-medium,256,7,12,64,0.4083864688873291,0.4086097478866577,0.4095264971256256,0.0044848753090079,0.0179395012360318,0.0358790024720637,91.05860046255388,22.77709633676752,11.414099303471245,0,0.4083864688873291,0.765625,0.765625
gpt2-medium,256,7,13,64,0.5254697799682617,0.5266737937927246,0.5278497934341431,0.0044848753090079,0.0179395012360318,0.0358790024720637,117.16485827662694,29.358329803221583,14.711941722603353,0,0.5254697799682617,0.75,0.75
gpt2-medium,256,7,14,64,0.5147136449813843,0.5154535174369812,0.5186200141906738,0.0044848753090079,0.0179395012360318,0.0358790024720637,114.76654522536474,28.732878949927667,14.454694346490935,0,0.5147136449813843,0.8125,0.8125
gpt2-medium,256,7,15,64,0.7810440063476562,0.7810640335083008,0.781083345413208,0.0044848753090079,0.0179395012360318,0.0358790024720637,174.15066251204647,43.5387820002218,21.76992925099796,0,0.7810440063476562,0.9375,0.9375
gpt2-medium,256,8,0,64,0.4041526317596435,0.4048425257205963,0.405787706375122,0.0044848753090079,0.0179395012360318,0.0358790024720637,90.1145748573867,22.567100411212195,11.309893765610637,0,0.4041526317596435,0.625,0.625
gpt2-medium,256,8,1,64,0.1260575652122497,0.1263056099414825,0.1265742182731628,0.0044848753090079,0.0179395012360318,0.0358790024720637,28.10726196981676,7.04064222743245,3.527807618723978,0,0.1260575652122497,0.09375,0.09375
gpt2-medium,256,8,2,64,0.6344375610351562,0.6349772810935974,0.6372634768486023,0.0044848753090079,0.0179395012360318,0.0358790024720637,141.46158305914886,35.395481331344506,17.76146026759778,0,0.6344375610351562,0.90625,0.90625
