model,seq_len,layer,head,tail_window,sink_share_first_1,sink_share_first_4,sink_share_first_8,uniform_first_1,uniform_first_4,uniform_first_8,boost_first_1,boost_first_4,boost_first_8,peak_key_pos,peak_key_mass,top1_first4_query_frac,top1_first8_query_frac
gpt2,64,7,10,64,0.9368114471435547,0.9397525787353516,0.9624346494674683,0.07412329537040264,0.22878484814827724,0.3782542201060783,12.63855637370411,4.1075822386904335,2.544412192407427,0,0.9368114471435547,0.984375,1.0
gpt2,64,7,11,64,0.8467864990234375,0.8500787019729614,0.8629549145698547,0.07412329537040264,0.22878484814827724,0.3782542201060783,11.424026613926808,3.7156250025002477,2.2814151665719584,0,0.8467864990234375,1.0,1.0
gpt2,64,8,0,64,0.6833953857421875,0.7110393643379211,0.7516023516654968,0.07412329537040264,0.22878484814827724,0.3782542201060783,9.219711324586719,3.1078953440006263,1.9870296528475375,0,0.6833953857421875,0.96875,0.96875
gpt2,64,8,1,64,0.8606667518615723,0.8653648495674133,0.9136120080947876,0.07412329537040264,0.22878484814827724,0.3782542201060783,11.611285595988702,3.7824395128062136,2.415338572663043,0,0.8606667518615723,0.953125,1.0
gpt2,64,8,2,64,0.4620389938354492,0.4908742904663086,0.5887210369110107,0.07412329537040264,0.22878484814827724,0.3782542201060783,6.233384410752209,2.1455716776670855,1.556416308444381,0,0.4620389938354492,0.9375,0.9375
gpt2,64,8,3,64,0.7243061065673828,0.7369102835655212,0.7499548196792603,0.07412329537040264,0.22878484814827724,0.3782542201060783,9.771639306481745,3.2209750319126202,1.9826740319485177,0,0.7243061065673828,0.984375,0.984375
gpt2,64,8,4,64,0.7269201278686523,0.7422179579734802,0.7651935815811157,0.07412329537040264,0.22878484814827724,0.3782542201060783,9.806905160329809,3.2441744459075497,2.02296112219587,0,0.7269201278686523,0.9375,0.953125
gpt2,64,8,5,64,0.4298372268676758,0.45185524225234985,0.5119625926017761,0.07412329537040264,0.22878484814827724,0.3782542201060783,5.798949233432346,1.9750225852347485,1.3534881182771745,0,0.4298372268676758,0.828125,0.828125
gpt2,64,8,6,64,0.6748952865600586,0.6813338398933411,0.7040261030197144,0.07412329537040264,0.22878484814827724,0.3782542201060783,9.105036185824297,2.9780549079533594,1.8612511522601811,0,0.6748952865600586,0.890625,0.890625
gpt2,64,8,7,64,0.493985652923584,0.5293302536010742,0.5509952306747437,0.07412329537040264,0.22878484814827724,0.3782542201060783,6.6643779186432655,2.3136595709258296,1.4566796651210436,0,0.493985652923584,0.65625,0.65625
gpt2,64,8,8,64,0.5362746715545654,0.5512880086898804,0.5942398309707642,0.07412329537040264,0.22878484814827724,0.3782542201060783,7.234900564994299,2.4096351360322004,1.5710064802558303,0,0.5362746715545654,0.859375,0.875
gpt2,64,8,9,64,0.668304443359375,0.6843727827072144,0.7003253102302551,0.07412329537040264,0.22878484814827724,0.3782542201060783,9.016118887048677,2.9913378803113178,1.8514672751935317,0,0.668304443359375,1.0,1.0
gpt2,64,8,10,64,0.5924530029296875,0.6105200052261353,0.6380668878555298,0.07412329537040264,0.22878484814827724,0.3782542201060783,7.9928044209196525,2.668533384826483,1.6868731502231202,0,0.5924530029296875,1.0,1.0
